"property_type","room_type","name","host_name","neighbourhood","host_identity_verified","city","latitude","longitude","accommodates","bathrooms","bedrooms","price","number_of_reviews","review_scores_rating","cancellation_policy"
"Apartment","Private room","Chill & Cozy bedroom in the heart of Brooklyn.","Mimi","Brooklyn","t","Brooklyn",40.68715,-73.94232,2,1.5,1,45,9,100,"strict_14_with_grace_period"
"House","Entire home/apt","Bright Row House with Garden by Prospect Park","Rachel","Park Slope","t","Brooklyn",40.66076,-73.98475,4,1,2,125,5,100,"moderate"
"Apartment","Entire home/apt","Noho Modern 2 +2 Living","Jeff","Manhattan","t","New York",40.72782,-73.99759,4,2,2,420,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Spacious and Modern Hideout | Close to Everything","Carlos","Hamilton Heights","t","New York",40.82856,-73.94021,2,1,1,60,30,100,"strict_14_with_grace_period"
"Apartment","Private room","50% off Serene, yard access,  trendy wburg","Tc","Brooklyn","t","Brooklyn",40.71246,-73.94014,1,1,1,57,4,100,"flexible"
"Apartment","Private room","Sliding door yard access,  trendy wburg","Tc","Brooklyn","t","Brooklyn",40.71329,-73.93993,2,1,1,59,7,100,"flexible"
"Apartment","Entire home/apt","Spacious, light studio in East Village","Malin","East Village","t","New York",40.72304,-73.9791,2,1,0,119,1,100,"flexible"
"Apartment","Entire home/apt","Bright, airy & cute Single Bedroom in Williamsburg","Sarah","Williamsburg","t","Brooklyn",40.7137,-73.94331,2,1,1,180,12,100,"moderate"
"Apartment","Entire home/apt","Grand and Bright Home in Historic Park Slope","Marc","Brooklyn","t","Brooklyn",40.67091,-73.97479,4,1,1,168,4,100,"flexible"
"Apartment","Shared room","Private Bedroom in Downtown Apt w/ Amazing Views","Ess","Financial District","t","New York",40.70815,-74.00619,1,1,1,120,3,100,"moderate"
"Apartment","Private room","Room in cozy Brooklyn apartment","Tyler","Brooklyn","t","Brooklyn",40.70757,-73.94247,2,1,1,49,1,100,"moderate"
"Apartment","Private room","Gorgeous sunny room in fabulous Brooklyn duplex","Laurel","Brooklyn","t","Brooklyn",40.69184,-73.90924,2,1.5,1,99,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Live in style @ the BEST LOCATION in MANHATTAN","Noa","Gramercy Park","t","New York",40.73708,-73.98826,3,1,0,240,4,100,"strict_14_with_grace_period"
"Apartment","Private room","Sunlit Room in Cozy Apartment","Max","Crown Heights","t","Brooklyn",40.66801,-73.94863,2,1,1,45,22,100,"strict_14_with_grace_period"
"Apartment","Private room","Spacious Sunny Private Bedroom with Windows","Sarah","Williamsburg","t","Brooklyn",40.71808,-73.94261,1,1.5,1,44,3,100,"flexible"
"Apartment","Private room","Views, modern layout, elevator, sweet LES.","Carlo","Lower East Side","t","New York",40.71688,-73.9904,2,1,1,125,1,100,"flexible"
"Loft","Private room","Cozy single room in Manhattan","Megumi & Nathan","Harlem","t","New York",40.81842,-73.9391,1,1,1,42,3,100,"flexible"
"Apartment","Entire home/apt","Light-filled Luxury Williamsburg Home, Roof Access","Rachel","Williamsburg","t","Brooklyn",40.71648,-73.94538,2,1,1,175,7,100,"strict_14_with_grace_period"
"Apartment","Private room","Private room in a spacious, clean, cozy apartment.","Paola","Bushwick","t","Brooklyn",40.70187,-73.92389,2,1,1,60,5,100,"moderate"
"Apartment","Private room","Chic room, excellent location!","Patricia","Harlem","t","New York",40.82625,-73.94791,2,1,1,75,4,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","True 1 bedroom, with add'l pull out couch","Gail","West Village","t","New York",40.73669,-74.001,4,1,1,300,2,100,"moderate"
"Apartment","Private room","Private Rock and roll room 1blk from train","Melissa","Astoria","t","Queens",40.76621,-73.92274,2,1,1,100,5,100,"flexible"
"Apartment","Private room","Bright Bushwick room with view of park","Wesley","Bushwick","t","Brooklyn",40.69069,-73.90836,2,1,1,55,9,100,"moderate"
"Apartment","Private room","Private BR, queen bed in charming bushwick diggs","Ada","Brooklyn","t","Brooklyn",40.70491,-73.93021,2,1,1,65,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Space to breathe in Crown Heights","Emily","Brooklyn","t","Brooklyn",40.67122,-73.94093,2,1,1,75,14,100,"moderate"
"Apartment","Entire home/apt","Cozy Brooklyn Home on a Tree-lined Block","Kara","Brooklyn","t","Brooklyn",40.6853,-73.9722,4,1,2,220,1,100,"moderate"
"Apartment","Entire home/apt","The coziest garden apartment in Harlem!!","Jophiel","Harlem","t","New York",40.80637,-73.94282,2,1,1,100,2,100,"flexible"
"Apartment","Private room","Airy room in large, minimalist apt, prime Bushwick","Davide","Brooklyn","t","Brooklyn",40.70162,-73.91555,2,1,1,90,4,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","* Brooklyn's Prospect Park Perfection *","Zoē","Brooklyn","t","Brooklyn",40.65296,-73.95724,3,1,1,90,3,100,"flexible"
"Apartment","Private room","Spacious 1 BR Near Central Park – 15 min 2 Midtown","Marc","Manhattan","t","New York",40.80128,-73.93991,2,1,1,95,3,100,"strict_14_with_grace_period"
"Apartment","Private room","Cozy room in historic Flatbush","Sergii","Brooklyn","t","Brooklyn",40.6417,-73.95549,1,1,1,39,4,100,"strict_14_with_grace_period"
"Apartment","Private room","Female only vegan sanctuary for one","Suzana","Manhattan","t","New York",40.77365,-73.94961,1,1,1,80,8,100,"flexible"
"Apartment","Entire home/apt","Spacious 2 story home in the heart of Manhattan","Wissam","Midtown","t","New York",40.74422,-73.98172,5,1,1,255,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Best luxury deal in Manhattan.","Hoda","Midtown","t","New York",40.76399,-73.98639,3,1,1,152,3,100,"flexible"
"Apartment","Private room","Prospect Park Gem! 1BR/1BA One Block from Park!","Lauren","Brooklyn","t","Brooklyn",40.65494,-73.9603,2,1,1,150,3,100,"flexible"
"Apartment","Entire home/apt","Great location. Great view. Brand new Apartment","Oren","Upper East Side","t","New York",40.76135,-73.96139,3,1,1,250,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Lovely 2 bedroom on Prospect Park, near subway","Shadi","Brooklyn","t","Brooklyn",40.66148,-73.96248,4,1,2,100,3,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Humble Hutch in the Heights","Cameron","Manhattan","t","New York",40.84267,-73.93816,3,1,1,85,1,100,"flexible"
"Apartment","Private room","Charming three bedroom apartment in Ridgewood","Tiffany","Ridgewood","t","Queens",40.69919,-73.89902,2,1,1,275,2,100,"flexible"
"Apartment","Entire home/apt","Central Park  2 Bedroom 2 bath Luxury Apartment","Natasha","Manhattan","t","New York",40.78439,-73.95762,4,2,2,400,1,100,"strict_14_with_grace_period"
"House","Private room","The Palace in Astoria! (15 minutes to NYC)","Prince","Queens","t","Queens",40.76887,-73.91128,2,1,1,150,12,100,"flexible"
"Townhouse","Private room","Private bedroom in a townhouse","Klara","Manhattan","t","New York",40.80109,-73.94364,2,1,1,150,4,100,"flexible"
"Apartment","Private room","Exposed Brick","Roderick","Brooklyn","t","Brooklyn",40.6858,-73.92899,2,1,1,120,3,100,"flexible"
"Apartment","Entire home/apt","Cozy 1 bedroom in East Williamsburg","Yuting","Brooklyn","t","Brooklyn",40.70266,-73.94284,2,1,1,70,2,100,"moderate"
"Apartment","Entire home/apt","Stylish and quiet Apt in heart of the West Village","Craig","Manhattan","t","New York",40.73357,-74.00201,2,1,1,300,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Stunning, Sun-Drenched Brooklyn Loft - 1 Bedroom","Allan","Brooklyn","t","Brooklyn",40.71699,-73.96291,2,1,1,160,7,100,"strict_14_with_grace_period"
"Loft","Entire home/apt","Brooklyn Loft with great train views","Derek","Williamsburg","t","Brooklyn",40.70997,-73.96289,2,1,0,150,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","LUXURY MANHATTAN PENTHOUSE EMPIRE BUILDING VIEW","LuxuryApartmentsByAmber","Chelsea","t","New York",40.75204,-74.00292,2,1,1,190,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Peaceful space in Greenpoint, BK","Adrien","Greenpoint","t","Brooklyn",40.72585,-73.94001,2,1,1,54,7,100,"moderate"
"Apartment","Private room","Modern, Fresh, Luxe private room in Brooklyn.","Lucy","Brooklyn","t","Brooklyn",40.6919,-73.9417,2,1,1,46,18,100,"strict_14_with_grace_period"
"Condominium","Entire home/apt","MIDTOWN, 2-bdrm luxury condo. Extraordinary value","Cherie","Midtown East","t","New York",40.75188,-73.97343,6,2,2,279,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Cozy Studio in Midtown East","Mariana","Midtown","t","New York",40.75779,-73.96523,2,1,0,115,5,100,"flexible"
"Apartment","Entire home/apt","Bright Williamsburg duplex","Manon","Brooklyn","t","Brooklyn",40.70731,-73.94826,4,1,2,200,3,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Upper east side studio with alcove","Lindsey","Upper East Side","t","New York",40.77525,-73.9503,1,1,0,105,3,100,"moderate"
"Apartment","Entire home/apt","Stunning Penthouse with Private Rooftop ~","Ali","Brooklyn","t","Brooklyn",40.71393,-73.95708,4,2,2,225,4,100,"strict_14_with_grace_period"
"Apartment","Private room","Bright and spacious room in Brooklyn","Roxane","Brooklyn","t","Brooklyn",40.69686,-73.93462,1,1,1,55,1,100,"strict_14_with_grace_period"
"Townhouse","Private room","Garden king-size bedroom in Harlem brownstone","Judie And Steven","Manhattan","t","New York",40.81989,-73.94597,2,1,1,79,4,100,"moderate"
"Apartment","Private room","Premier Room H with Luxury Renovation by Manhattan","Feng","Queens","t","Queens",40.76813,-73.92386,2,1,1,76,5,100,"flexible"
"Apartment","Private room","Bright Balcony Place in Williamsburg","Mark","Brooklyn","t","Brooklyn",40.70406,-73.943,2,1,1,80,3,100,"flexible"
"Apartment","Entire home/apt","Brooklyn Brownstone, Bright & Bohemian","Adam","Brooklyn","t","Brooklyn",40.68717,-73.9341,2,1,1,145,17,100,"moderate"
"Apartment","Entire home/apt","Penthouse in a luxury apartment at 42nd St","晨","Midtown","t","New York",40.76179,-73.99777,1,1.5,0,200,1,100,"flexible"
"Condominium","Entire home/apt","Midtown, NYC, Deluxe King #1","Jan","Midtown","t","New York",40.75175,-73.97184,2,1,0,200,3,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","BedStuy Comfort & Convenience  next to C-Train","Laura","Bedford-Stuyvesant","t","Brooklyn",40.67897,-73.9223,4,1,2,150,12,100,"strict_14_with_grace_period"
"Condominium","Entire home/apt","Fantastic NYC 2 Bed, corner of Central Park! ★★★★★","Eden","Midtown","t","New York",40.7664,-73.98808,4,1,1,185,3,100,"flexible"
"Apartment","Entire home/apt","Artist Loft Studio in Ridgewood border w Bushwick","Rebecca","Ridgewood","t","Ridgewood",40.69493,-73.9037,4,1,1,91,5,100,"strict_14_with_grace_period"
"Loft","Private room","Largest Private Room in Sunny Bushwick Arts Loft","Oscar","Williamsburg","t","Brooklyn",40.70967,-73.92719,1,1,0,75,3,100,"flexible"
"Apartment","Private room","Cozy sunlit bedroom - 7 min to Midtown","Olga","Harlem","t","New York",40.81242,-73.9531,1,1,1,49,5,100,"strict_14_with_grace_period"
"Apartment","Private room","Spacious Room in a 1BR in Washington Heights!","Paul","Manhattan","t","New York",40.83893,-73.94371,2,1,1,35,1,100,"flexible"
"Apartment","Entire home/apt","Modern Zen 1BR in Prime Williamsburg","Sara","Brooklyn","t","Brooklyn",40.71336,-73.95128,3,1,1,230,3,100,"strict_14_with_grace_period"
"Townhouse","Entire home/apt","Historic brownstone duplex with private garden","Alexandra & Colin","Bedford-Stuyvesant","t","Brooklyn",40.68031,-73.9334,6,2,2,289,22,100,"moderate"
"Loft","Private room","loft room; one block from Bedford L Subway","Kirill","Brooklyn","t","Brooklyn",40.71567,-73.9544,2,1,1,80,7,100,"flexible"
"Townhouse","Private room","Serene Ensuite Bedroom + Extra Bedroom in Brooklyn","Lucia","Bedford-Stuyvesant","t","Brooklyn",40.68607,-73.9339,4,1,2,125,1,100,"flexible"
"Apartment","Entire home/apt","Luxury loft in the heart of Williamsburg","Julia","Brooklyn","t","Brooklyn",40.71272,-73.965,4,1,1,300,1,100,"strict_14_with_grace_period"
"Apartment","Private room","Plant-Friendly Pad with Natural Light & Desk Space","Zane","Upper West Side","t","New York",40.79869,-73.96085,2,1,1,72,6,100,"moderate"
"Apartment","Private room","Williamsburg Room in photographers home.","Michael","Brooklyn","t","Brooklyn",40.71025,-73.95481,2,1,1,74,12,100,"flexible"
"Apartment","Entire home/apt","Huge light filled design apartment in Greenpoint!","Kim","Greenpoint","t","Brooklyn",40.72732,-73.95064,2,1,1,200,1,100,"moderate"
"Apartment","Entire home/apt","Cozy 1 Bedroom Apartment in West Village","Brett","Manhattan","t","New York",40.73117,-74.00496,2,1,1,170,4,100,"moderate"
"Townhouse","Entire home/apt","Entire Elegant Brownstone with English Garden","Conor","Brooklyn","t","Brooklyn",40.68242,-73.96367,7,2.5,4,325,2,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Comfy and Nice Railroad Apt in Williamsburg","Juan Pablo","Brooklyn","t","Brooklyn",40.7129,-73.94425,2,1,1,200,4,100,"flexible"
"Loft","Shared room","Beautiful loft in the heart of Williamsburg!","Catalina","Williamsburg","t","Brooklyn",40.71807,-73.9606,2,1,1,56,5,100,"flexible"
"Apartment","Private room","Artsy spacious 1BR in Williamsburg","Rachael","Brooklyn","t","Brooklyn",40.71658,-73.94448,1,1,1,150,13,100,"flexible"
"Apartment","Entire home/apt","Newly Refurbished 2/bdrm Ground Floor Apartment.","Kenny","Bedford-Stuyvesant","t","Brooklyn",40.67737,-73.9108,5,3,2,200,4,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","❄ SALE: L♥vely 2 BR Apt! Near Times Sq & Broadway!","Kyle","Manhattan","t","New York",40.76329,-73.99026,4,1,2,299,1,100,"flexible"
"Apartment","Private room","Massive Apartment in the best neighborhood in NYC","Eric","West Village","t","New York",40.73242,-74.0065,4,2,1,240,1,100,"moderate"
"Apartment","Entire home/apt","Cozy Upper East Side Studio near Museums","Jessie","Upper East Side","t","New York",40.78186,-73.95165,2,1,0,195,6,100,"strict_14_with_grace_period"
"Serviced apartment","Entire home/apt","Modern Studio in Wall St w/ Gym near NYSE","Zeus","Manhattan","t","New York",40.70487,-74.01002,2,1,0,211,1,100,"strict"
"House","Entire home/apt","Couple's Retreat ★★★★★","Buddy","The Bronx","t","The Bronx",40.85727,-73.84613,4,1,0,250,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Tribeca Sunset Views","Erin","Manhattan","t","New York",40.71607,-74.01322,2,1,2,350,7,100,"strict_14_with_grace_period"
"Loft","Entire home/apt","Stunning Village Loft @ Union Sq.","Jonny","Union Square","t","New York",40.73684,-73.99134,3,1,1,395,9,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Luxury Studio Apartment with Access to all of NYC!","Sydney","Manhattan","t","New York",40.70755,-74.01438,2,1,0,145,5,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Small Studio , close to Central Park","Marcelo","Upper West Side","t","New York",40.78913,-73.9803,2,0.5,1,100,1,100,"flexible"
"Apartment","Entire home/apt","Spacious Duplex Loft in East Village by the train","Sara","Alphabet City","t","New York",40.72888,-73.97989,6,1.5,2,500,3,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Spanish Villa in Queens.","Cristina","Queens","t","Queens",40.79029,-73.84402,2,1,1,150,7,100,"strict_14_with_grace_period"
"Apartment","Private room","Small private room","Tiffany","Queens","t","Queens",40.69879,-73.90081,1,1,0,50,1,100,"moderate"
"Apartment","Entire home/apt","Bright & Beautiful Downtown GEM! Full 1 Bedroom.","Hayley","Manhattan","t","New York",40.72897,-74.00083,2,1,1,255,1,100,"strict_14_with_grace_period"
"House","Private room","Lovely Room with Queen Size bed in Ditmas Park!","J And Lana","Brooklyn","t","Brooklyn",40.63337,-73.95988,2,1,1,100,6,100,"flexible"
"Apartment","Entire home/apt","At Home in Greenpoint, Brooklyn","Rachel","Greenpoint","t","Brooklyn",40.72678,-73.94788,2,1,1,119,1,100,"flexible"
"Apartment","Entire home/apt","Huge Duplex with garden in Greenpoint/Williamsburg","Carina","Brooklyn","t","Brooklyn",40.72186,-73.94964,6,2,3,375,1,100,"flexible"
"Apartment","Entire home/apt","Spacious & Stylish Apt. - Steps From Central Park","Jonah","Manhattan","t","New York",40.78803,-73.97109,2,1,1,250,1,100,"flexible"
"Serviced apartment","Entire home/apt","Exclusive Studio in Wall St, Pet-Friendly + Gym","Zeus","Manhattan","t","New York",40.70515,-74.00774,2,1,0,189,1,100,"strict"
"Apartment","Entire home/apt","Huge 1-BR apartment steps from Columbia University","Apostolis","Manhattan","t","New York",40.80706,-73.9645,5,1,1,200,2,100,"strict_14_with_grace_period"
"Apartment","Private room","1 BR in Park Slope fully furnished","Asher","Brooklyn","t","Brooklyn",40.66635,-73.99351,2,1,1,60,3,100,"flexible"
"Apartment","Entire home/apt","1BR Apt. WestVillage/Chelsea/Meatpacking/Highline","Katherine","Chelsea","t","New York",40.73985,-74.00127,3,1,1,127,1,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Spacious, private apartment by Columbia University","Fernando","Manhattan","t","New York",40.81522,-73.95978,4,1,1,135,4,100,"strict_14_with_grace_period"
"Apartment","Entire home/apt","Studio Masterpiece  NYC","Martha","Forest Hills","t","Forest Hill",40.73477,-73.8559,2,1,0,138,12,100,"moderate"
"Apartment","Entire home/apt","Cozy, Sun-Filled Studio *Everything New*","Cait","Queens","t","Queens",40.75986,-73.90934,2,1,0,100,5,100,"flexible"
"Townhouse","Private room","Bushwick's Triplex Townhouse Private Room","Michael","Brooklyn","t","Brooklyn",40.69369,-73.91242,2,2,1,90,5,100,"moderate"
"House","Entire home/apt","Artist's Palace!  Triplex in Clinton Hill, Bklyn","Brian","Brooklyn","t","Brooklyn",40.68143,-73.96231,7,2.5,4,225,4,100,"strict_14_with_grace_period"
"House","Private room","Tranquil and Welcoming Master Bedroom","Elissa","Brooklyn","t","Brooklyn",40.68223,-73.88401,2,1,1,50,18,100,"strict_14_with_grace_period"
"House","Private room","☀️ Sunshine ☀️ Private Bedroom & Bathroom in NYC","Katherine","Queens","t","Queens",40.68611,-73.85583,2,1,1,50,7,100,"flexible"
"Apartment","Entire home/apt","BRAND NEW COZY STUDIO NEAR CENTRAL PARK - UES","Inna","Upper East Side","t","New York",40.77005,-73.95703,2,1,0,150,2,100,"strict_14_with_grace_period"
"Apartment","Private room","Great room in new high-end luxury building w gym","Elizabeth","Financial District","t","Peck Slip",40.70737,-74.00096,1,1,1,99,1,100,"moderate"
